Day_Index,Ridership
1361,82082207.43416198
1362,82140094.09845854
1363,82197980.76275511
1364,82255867.42705168
1365,82313754.09134826
1366,82371640.75564483
1367,82429527.4199414
1368,82487414.08423796
1369,82545300.74853453
1370,82603187.4128311
1371,82661074.07712768
1372,82718960.74142425
1373,82776847.40572082
1374,82834734.07001738
1375,82892620.73431395
1376,82950507.39861052
1377,83008394.06290708
1378,83066280.72720367
1379,83124167.39150023
1380,83182054.0557968
1381,83239940.72009337
1382,83297827.38438994
1383,83355714.0486865
1384,83413600.71298307
1385,83471487.37727965
1386,83529374.04157622
1387,83587260.70587279
1388,83645147.37016936
1389,83703034.03446592
1390,83760920.69876249
1391,83818807.36305907
1392,83876694.02735564
1393,83934580.69165221
1394,83992467.35594878
1395,84050354.02024534
1396,84108240.68454191
1397,84166127.34883848
1398,84224014.01313506
1399,84281900.67743163
1400,84339787.3417282
1401,84397674.00602476
1402,84455560.67032133
1403,84513447.3346179
1404,84571333.99891448
1405,84629220.66321105
1406,84687107.32750762
1407,84744993.99180418
1408,84802880.65610075
1409,84860767.32039732
